"country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotID","plotSize","plotDim","pointID","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","crdSource","date","filtPos","plotPdop","plotHdop","appMods","plotEdge"
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","birdGrid","ninePoints","OAES_013",250000,"500m x 500m","B2",35.406843,-99.059073,"WGS84","14N",494636.299,3918163.508,0.1,515.34,0.1,507.83,523.08,3.2,217.49,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141102,"129",2,1,"brd",500
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","tickPlot","","OAES_003",1600,"40m x 40m","41",35.412134,-99.068027,"WGS84","14N",493823.748,3918750.801,0.19,512.19,0.22,510.83,512.94,2.26,103.21,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141117,"151",4.1,2.5,"tck",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","tickPlot","","OAES_004",1600,"40m x 40m","41",35.411159,-99.084234,"WGS84","14N",492352.149,3918643.834,0.1,507.64,0.1,506.08,508.86,4.24,353.81,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141029,"201",2.2,1,"tck",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","tickPlot","","OAES_005",1600,"40m x 40m","41",35.402926,-99.080346,"WGS84","14N",492704.373,3917730.435,0.1,509.4,0.1,508.76,510.29,3.39,162.72,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141104,"173",2.4,1.2,"tck",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","tickPlot","","OAES_007",1600,"40m x 40m","41",35.421328,-99.05721,"WGS84","14N",494806.383,3919769.83,0.1,521.55,0.1,518.52,522.24,4.35,265.24,"shrubScrub","Inceptisols","GeoXH 6000",20141027,"128",1.7,1,"tck",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","tickPlot","","OAES_008",1600,"40m x 40m","41",35.394019,-99.063159,"WGS84","14N",494264.425,3916741.58,0.1,492.6,0.1,492.05,493.01,0.96,258.78,"grasslandHerbaceous","Mollisols","GeoXH 6000",20141104,"242",2.2,1.2,"tck",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","tickPlot","","OAES_021",1600,"40m x 40m","41",35.413211,-99.074301,"WGS84","14N",493254.145,3918870.676,0.1,501.66,0.1,500.08,502.96,4.16,253.46,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20141102,"121",2.4,1.2,"tck",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","mammalGrid",,"OAES_001",8100,"90m x 90m","E5",35.413861,-99.058786,"WGS84","14N",494662.842,3918941.876,0.1,517.77,0.1,516.22,522.26,3.36,235.69,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141028,"121",2.9,1.6,"mam",90
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","mammalGrid",,"OAES_002",8100,"90m x 90m","E5",35.419111,-99.05085,"WGS84","14N",495383.613,3919523.673,0.1,516.85,0.1,516.01,523.27,4.14,42.73,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141027,"134",2.3,1.4,"mam",90
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","mammalGrid",,"OAES_003",8100,"90m x 90m","E5",35.411667,-99.071306,"WGS84","14N",493525.974,3918699.272,0.1,506.56,0.1,503.78,511.78,3.38,174.78,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141029,"122",1.7,1,"mam",90
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","mammalGrid",,"OAES_004",8100,"90m x 90m","E5",35.413166,-99.084368,"WGS84","14N",492340.145,3918866.483,0.1,507.63,0.1,502.73,508.41,1.34,120.29,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141029,"156",1.8,1,"mam",90
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","mammalGrid",,"OAES_007",8100,"90m x 90m","E5",35.41942,-99.055808,"WGS84","14N",494933.574,3919558.246,0.1,522.64,0.1,521.5,526.56,2.26,214.74,"shrubScrub","Inceptisols","GeoXH 6000",20141027,"143",2,1,"mam",90
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","mammalGrid",,"OAES_029",8100,"90m x 90m","E5",35.416811,-99.050808,"WGS84","14N",495387.336,3919268.621,0.1,517.26,0.1,515.32,521.39,3.32,97.96,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20141105,"121",2.3,1.3,"mam",90
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","mosquitoPoint","","OAES_032",0,"0m","41",35.413237,-99.064195,"WGS84","14N",494171.66,3918872.908,10.1,509.3,0.1,509.3,509.3,3.55,246.37,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141030,"129",2.3,1.1,"mos|mpt",0
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","mosquitoPoint","","OAES_033",0,"0m","41",35.400494,-99.08136,"WGS84","14N",492612.13,3917460.846,10.1,509.18,0.1,509.18,509.18,2.85,230.82,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141030,"169",2,1,"mos|mpt",0
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","mosquitoPoint","","OAES_034",0,"0m","41",35.412147,-99.072118,"WGS84","14N",493452.322,3918752.492,10.1,510.36,0.1,510.36,510.36,2.55,145.88,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141102,"213",2.9,1.5,"mos|mpt",0
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","mosquitoPoint","","OAES_035",0,"0m","41",35.410503,-99.068474,"WGS84","14N",493782.997,3918569.95,10.1,509.43,0.1,509.43,509.43,1.74,109.92,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141030,"121",2.3,1.2,"mos|mpt",0
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","mosquitoPoint","","OAES_036",0,"0m","41",35.409496,-99.077404,"WGS84","14N",492972.167,3918458.901,10.1,501.92,0.1,501.92,501.92,6.12,204.36,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141030,"129",2.4,1.2,"mos|mpt",0
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","mosquitoPoint","","OAES_037",0,"0m","41",35.408883,-99.065832,"WGS84","14N",494022.712,3918390.148,10.1,502.05,0.1,502.05,502.05,3.85,304.38,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20141030,"121",2.3,1.2,"mos|mpt",0
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","mosquitoPoint","","OAES_038",0,"0m","41",35.395369,-99.057236,"WGS84","14N",494802.365,3916890.959,10.1,500.76,0.1,500.76,500.76,2.25,192.11,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141031,"131",1.7,1,"mos|mpt",0
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","mosquitoPoint","","OAES_039",0,"0m","41",35.396179,-99.073429,"WGS84","14N",493331.92,3916981.744,10.1,488.14,0.1,488.14,488.14,3.66,116.04,"shrubScrub","Inceptisols","GeoXH 6000",20141101,"122",2.7,1.5,"mos|mpt",0
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","mosquitoPoint","","OAES_041",0,"0m","41",35.408089,-99.061869,"WGS84","14N",494382.52,3918301.897,10.1,514.35,0.1,514.35,514.35,5.3,338.99,"shrubScrub","Inceptisols","GeoXH 6000",20141102,"130",2.3,1.2,"mos|mpt",0
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_001",1600,"40m x 40m","41",35.412699,-99.058259,"WGS84","14N",494710.642,3918812.941,0.1,515.06,0.1,513.9,516.33,0.8,48.6,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141105,"150",1.6,0.9,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_002",1600,"40m x 40m","41",35.419716,-99.052304,"WGS84","14N",495251.716,3919590.824,0.1,521.6,0.11,520.3,524.39,1.49,216.4,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141118,"121",4,2.3,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_003",1600,"40m x 40m","41",35.412139,-99.069792,"WGS84","14N",493663.497,3918751.483,0.11,510.51,0.11,507.81,511.62,2.23,108,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141118,"147",5.1,3.3,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_004",1600,"40m x 40m","41",35.41213,-99.085338,"WGS84","14N",492252.047,3918751.62,0.1,507.45,0.1,506.32,509.13,1.55,232,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141029,"140",2.4,1.3,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_005",1600,"40m x 40m","41",35.404299,-99.080041,"WGS84","14N",492732.22,3917882.759,0.1,511.89,0.1,511.74,512.21,0.17,15,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141030,"145",2.2,1.1,"bet|cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_006",1600,"40m x 40m","41",35.420259,-99.048669,"WGS84","14N",495581.733,3919650.907,0.11,516.42,0.2,514.65,516.72,1.32,43.4,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141118,"170",6.2,4.9,"bet|cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_007",1600,"40m x 40m","41",35.419991,-99.057264,"WGS84","14N",494801.444,3919621.62,0.22,519.43,0.51,519.27,521.17,3.15,108,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20141119,"237",4.9,4,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_008",1600,"40m x 40m","41",35.395379,-99.063188,"WGS84","14N",494261.819,3916892.376,0.1,493.56,0.1,492.71,494.13,3.6,84,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141030,"146",3.9,1.8,"bet|cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_009",1600,"40m x 40m","41",35.420795,-99.050317,"WGS84","14N",495432.11,3919710.374,0.1,515.51,0.1,510.62,516.8,4.18,54.8,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20141209,"310",2.6,1.4,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_010",1600,"40m x 40m","41",35.399175,-99.06056,"WGS84","14N",494500.765,3917313.22,0.1,498.21,0.1,497.01,499.43,2.29,140,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141030,"137",2.3,1.1,"cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_011",1600,"40m x 40m","41",35.400509,-99.069797,"WGS84","14N",493662.101,3917461.743,0.12,489.4,0.11,487.62,491.37,0.69,11.4,"grasslandHerbaceous","Entisols","Geo 7X (H-Star)",20141117,"128",5.4,2.6,"cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_012",1600,"40m x 40m","41",35.402943,-99.064829,"WGS84","14N",494113.382,3917731.284,0.28,507.42,0.69,506.41,509.31,1.43,252.4,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141117,"121",5.7,3.3,"cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_013",1600,"40m x 40m","41",35.408094,-99.058566,"WGS84","14N",494682.414,3918302.185,0.11,518.72,0.12,517.88,518.9,0,0,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141031,"128",2.2,1.4,"cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_014",1600,"40m x 40m","41",35.399702,-99.057894,"WGS84","14N",494742.913,3917371.481,0.1,507.9,0.1,506.79,510.61,4.29,130,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141031,"126",1.8,1,"cdw|dhp|div|hbp|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_015",1600,"40m x 40m","41",35.421331,-99.052968,"WGS84","14N",495191.485,3919770.04,0.12,520.49,0.18,519.77,521.24,0,0,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141119,"127",5.5,2.2,"cdw|dhp|div|hbp|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_016",1600,"40m x 40m","41",35.410784,-99.069142,"WGS84","14N",493722.407,3918601.196,0.1,511.31,0.1,510.88,511.79,0,0,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141030,"122",1.7,0.9,"div",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_017",1600,"40m x 40m","41",35.409965,-99.061216,"WGS84","14N",494441.925,3918509.887,0.1,512.37,0.1,511.11,514.29,1.78,132.2,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141031,"122",2.4,1.2,"div",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_018",1600,"40m x 40m","41",35.416194,-99.052287,"WGS84","14N",495252.997,3919200.277,0.1,522.54,0.1,519.92,523.45,3.38,251.5,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141031,"123",2.8,1.4,"div",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_019",1600,"40m x 40m","41",35.40375,-99.077405,"WGS84","14N",492971.513,3917821.665,0.1,503.17,0.1,501.41,504.32,1.2,258.1,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141101,"121",1.8,1,"div",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_020",1600,"40m x 40m","41",35.401617,-99.05625,"WGS84","14N",494892.285,3917583.739,0.1,513.84,0.1,513.19,514.49,2.18,101,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141031,"532",2.2,1.1,"div",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_021",1600,"40m x 40m","41",35.411869,-99.074095,"WGS84","14N",493272.739,3918721.81,0.1,503.67,0.12,499.4,503.99,0.4,130.1,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20141118,"124",6.6,2.5,"bet|cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_022",1600,"40m x 40m","41",35.411053,-99.06485,"WGS84","14N",494112.078,3918630.788,0.1,504.79,0.1,502,505.9,1.32,239.2,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20141030,"121",2.6,1.4,"cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_023",1600,"40m x 40m","41",35.413507,-99.056933,"WGS84","14N",494831.038,3918902.421,0.1,521.39,0.1,520.3,521.68,0,0,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20141030,"136",2,1,"cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_024",1600,"40m x 40m","41",35.41945,-99.058899,"WGS84","14N",494652.977,3919561.71,0.1,518,0.1,515.17,519.27,1.2,66.8,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20141101,"132",2.4,1.3,"cdw|dhp|div|hbp|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_025",1600,"40m x 40m","41",35.418916,-99.047009,"WGS84","14N",495732.339,3919501.912,0.1,510.13,0.1,505.47,511.58,2.98,228.3,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20141101,"125",4.8,2,"cdw|dhp|div|hbp|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_026",1600,"40m x 40m","41",35.408361,-99.073776,"WGS84","14N",493301.437,3918332.734,0.1,493.21,0.1,490.79,496.4,8.25,46.3,"shrubScrub","Inceptisols","GeoXH 6000",20141101,"175",1.7,1,"div",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_027",1600,"40m x 40m","41",35.411886,-99.055596,"WGS84","14N",494952.33,3918722.603,0.1,521.07,0.1,520.43,521.23,0.8,254,"shrubScrub","Inceptisols","GeoXH 6000",20141101,"201",2.1,1,"div",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_028",1600,"40m x 40m","41",35.416198,-99.058897,"WGS84","14N",494652.88,3919201.008,0.1,517.12,0.1,514.21,518.12,0.23,149.4,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20141102,"122",2,1,"div",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_029",1600,"40m x 40m","41",35.41564,-99.04997,"WGS84","14N",495463.364,3919138.662,0.1,512.05,0.1,510.27,513.02,1.43,225.8,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20141104,"120",2.3,1.2,"div",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","distributed","basePlot","","OAES_030",1600,"40m x 40m","41",35.409948,-99.071457,"WGS84","14N",493512.159,3918508.625,0.1,503.77,0.1,499.31,507.86,4.4,168,"shrubScrub","Inceptisols","GeoXH 6000",20141104,"133",1.8,1,"div",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_042",1600,"40m x 40m","41",35.408887,-99.056266,"WGS84","14N",494891.271,3918390.03,0.1,519.81,0.1,519,520.35,0.52,39.5,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20141105,"121",3,1.6,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_043",1600,"40m x 40m","41",35.405108,-99.058568,"WGS84","14N",494682.069,3917971.074,0.1,514.2,0.1,512.84,514.36,1.26,349,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141104,"125",3.7,1.8,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_044",1600,"40m x 40m","41",35.404309,-99.059225,"WGS84","14N",494622.302,3917882.534,0.1,510.49,0.1,509.17,511.51,1.78,38,"shrubScrub","Inceptisols","GeoXH 6000",20141105,"317",1.8,1,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_045",1600,"40m x 40m","41",35.410788,-99.057569,"WGS84","14N",494773.116,3918600.906,0.1,517.87,0.1,517.53,518.67,0.52,141.6,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20141105,"135",2.3,1.1,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst",40
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_046",400,"20m x 20m","41",35.406475,-99.058583,"WGS84","14N",494680.818,3918122.632,0.1,515.91,0.1,515.66,516.26,0.86,47,"shrubScrub","Inceptisols","GeoXH 6000",20141105,"121",1.6,0.9,"bbc|cdw|dhp|hbp|ltr|vst",20
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_047",400,"20m x 20m","41",35.411599,-99.057583,"WGS84","14N",494771.871,3918690.857,0.1,515.7,0.1,515.1,515.7,1.32,110,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141117,"122",1.8,1,"bbc|cdw|dhp|hbp|ltr|vst",20
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_048",400,"20m x 20m","41",35.414044,-99.060228,"WGS84","14N",494531.953,3918962.201,0.12,513.11,0.12,513.11,514.52,1.37,73.7,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20141117,"129",6.5,5.8,"bbc|cdw|dhp|hbp|ltr|vst",20
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_049",400,"20m x 20m","41",35.407831,-99.055604,"WGS84","14N",494951.324,3918272.861,0.1,518.17,0.1,517.77,518.55,0.34,28.6,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20141105,"122",2.2,1.3,"bbc|cdw|dhp|hbp|ltr|vst",20
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_050",400,"20m x 20m","41",35.405103,-99.05792,"WGS84","14N",494740.919,3917970.459,0.1,512.45,0.1,512.01,513.11,2.06,280,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141031,"121",1.9,1.3,"bbc|cdw|dhp|hbp|ltr|vst",20
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_051",400,"20m x 20m","41",35.415129,-99.055254,"WGS84","14N",494983.547,3919082.27,0.1,522.89,0.1,522.57,523.5,1.32,344,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141028,"127",1.8,1,"bbc|cdw|dhp|hbp|ltr|vst",20
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_052",400,"20m x 20m","41",35.404578,-99.058238,"WGS84","14N",494711.944,3917912.252,0.1,511.04,0.1,510.1,511.6,2.58,293,"shrubScrub","Inceptisols","GeoXH 6000",20141031,"244",2.1,1,"bbc|cdw|dhp|hbp|ltr|vst",20
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_053",400,"20m x 20m","41",35.41593,-99.056931,"WGS84","14N",494831.385,3919171.209,0.1,519.03,0.1,517.75,520.37,2.06,55,"shrubScrub","Inceptisols","GeoXH 6000",20141028,"152",2.2,1.1,"bbc|cdw|dhp|hbp|ltr|vst",20
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_054",400,"20m x 20m","41",35.406464,-99.057586,"WGS84","14N",494771.283,3918121.446,0.1,513.92,0.1,513.38,514.66,1.2,278,"shrubScrub","Inceptisols","GeoXH 6000",20141105,"260",3.8,1.7,"bbc|cdw|dhp|hbp|ltr|vst",20
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_055",400,"20m x 20m","41",35.413767,-99.055611,"WGS84","14N",494951.119,3918931.273,0.1,517.7,0.1,517.33,519.87,5.94,0,"shrubScrub","Inceptisols","GeoXH 6000",20141028,"178",2.4,1,"bbc|cdw|dhp|hbp|ltr|vst",20
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_056",400,"20m x 20m","41",35.408345,-99.056269,"WGS84","14N",494891.001,3918330.004,0.1,517.61,0.1,517,517.83,1.55,258.9,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141104,"141",7,1.9,"bbc|cdw|dhp|hbp|ltr|vst",20
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_057",400,"20m x 20m","41",35.409167,-99.05759,"WGS84","14N",494771.12,3918421.212,0.1,520.12,0.1,519.8,520.44,0,0,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141104,"124",1.8,0.9,"bbc|cdw|dhp|hbp|ltr|vst",20
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_058",400,"20m x 20m","41",35.408894,-99.058916,"WGS84","14N",494650.655,3918390.953,0.1,520.1,0.1,519.69,520.54,0.57,86.6,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20141104,"121",1.7,0.9,"bbc|cdw|dhp|hbp|ltr|vst",20
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_059",400,"20m x 20m","41",35.417018,-99.055273,"WGS84","14N",494981.974,3919291.799,0.1,526.42,0.1,525.72,526.93,2.29,89,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141027,"148",2.2,1.2,"bbc|cdw|dhp|hbp|ltr|vst",20
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_060",400,"20m x 20m","41",35.405101,-99.059241,"WGS84","14N",494620.899,3917970.327,0.1,512.62,0.1,511.86,512.86,1.26,67,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141104,"180",2,1.1,"bbc|cdw|dhp|hbp|ltr|vst",20
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_061",400,"20m x 20m","41",35.414852,-99.052982,"WGS84","14N",495189.809,3919051.485,0.19,517.93,0.26,517.93,519.18,1.15,41,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)",20141209,"301",6.8,4.8,"bbc|cdw|dhp|hbp|ltr|vst",20
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_062",400,"20m x 20m","41",35.411328,-99.058577,"WGS84","14N",494681.604,3918660.89,0.1,514.53,0.13,513.7,515.2,2.18,160,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141026,"129",2.4,1.2,"bbc|cdw|dhp|hbp|ltr|vst",20
"unitedStates","OK","Washita","Southern Plains","D11","Klemme Range Research Station","OAES","tower","basePlot","","OAES_063",400,"20m x 20m","41",35.415391,-99.056264,"WGS84","14N",494891.859,3919111.342,0.1,522.72,0.1,521.77,523.19,1.6,290,"grasslandHerbaceous","Inceptisols","GeoXH 6000",20141028,"124",2.4,1.3,"bbc|cdw|dhp|hbp|ltr|vst",20
